District,Index,Average Temperature,Cloud Cover,Crop Evapotranspiration,Maximum Temperature,Minimum Temperature,Potential Evapotranspiration,Vapour Pressure,Wet Day Frequency,Rainfall
Thanjavur,1,26.57,34.25,3.49,30.338,22.863000000000003,5.03,25.967,1.4775,8.368
Thanjavur,2,27.17,29.943,4.08,31.351999999999997,23.02,5.69,25.125,3.0469999999999997,34.904
Thanjavur,3,27.721999999999998,31.553,4.6,32.071999999999996,23.396,6.17,26.666,1.5726,19.132
Thanjavur,4,29.311,43.841,4.79,33.349000000000004,25.313000000000002,6.03,30.149,1.536,37.816
Thanjavur,5,30.186,54.055,4.98,34.33,26.051,6.04,31.552,2.2183,40.771
Thanjavur,6,29.886999999999997,71.704,4.87,33.933,25.899,5.65,29.82,1.3602,38.36
Thanjavur,7,29.081,77.368,4.75,33.042,25.129,5.5,29.193,1.7262,21.428
Thanjavur,8,28.718000000000004,71.166,4.69,32.674,24.843000000000004,5.57,29.664,2.889,83.241
Thanjavur,9,28.52,64.811,4.51,32.403,24.676,5.51,29.815,6.1885,237.62400000000002
Thanjavur,10,27.838,63.464,3.98,31.416,24.256999999999998,5.03,29.143,5.5816,74.14699999999999
Thanjavur,11,26.186,56.21,3.38,29.555999999999997,22.883000000000003,4.59,27.609,9.1898,196.799
Thanjavur,12,25.103,44.983999999999995,3.07,28.386,21.83,4.46,25.523000000000003,4.516,96.618
Thanjavur,13,25.605,34.25,3.42,29.365,21.899,4.99,24.55,4.4106,78.516
Thanjavur,14,25.392,29.943,3.93,29.576999999999998,21.241,5.6,23.976,3.1068,34.738
Thanjavur,15,27.809,31.553,4.6,32.16,23.524,6.09,26.979,1.8047,15.417
Thanjavur,16,29.892,43.841,4.86,33.941,25.903000000000002,6.05,30.081999999999997,1.1581,10.853
Thanjavur,17,30.515,54.055,5.03,34.661,26.372,6.06,31.552,2.3218,65.934
Thanjavur,18,30.105999999999998,71.704,4.89,34.153,26.07,5.67,29.82,3.1492,41.49100000000001
Thanjavur,19,29.02,77.368,4.75,32.983000000000004,25.069000000000003,5.51,29.193,2.0965,39.916
Thanjavur,20,28.881999999999998,71.166,4.73,32.842,24.980999999999998,5.58,30.02,3.6164,101.12200000000001
Thanjavur,21,28.364,64.811,4.51,32.248000000000005,24.521,5.53,29.815,4.3408,162.81
Thanjavur,22,27.073,63.464,3.92,30.651999999999997,23.496,5.0,29.131999999999998,10.3318,176.187
Thanjavur,23,26.128,56.21,3.38,29.498,22.816,4.57,27.43,8.2621,186.665
Thanjavur,24,25.638,44.983999999999995,3.1,28.92,22.365,4.46,25.883000000000003,5.3966,202.24200000000002
Thanjavur,25,25.955,34.25,3.43,29.714000000000002,22.245,4.98,24.55,1.6049,22.601999999999997
Thanjavur,26,27.046999999999997,29.943,4.05,31.232,22.895,5.66,25.125,1.8028,5.189
Thanjavur,27,28.131999999999998,31.553,4.62,32.482,23.844,6.15,26.486,0.0898,0.08900000000000001
Thanjavur,28,29.95,43.841,4.86,33.989000000000004,25.95,6.07,30.141,0.9632,3.878
Thanjavur,29,30.211,54.055,4.98,34.355,26.076,6.05,31.552,4.5589,85.601
Thanjavur,30,29.904,71.704,4.85,33.949,25.908,5.66,29.82,2.3341,52.458999999999996
Thanjavur,31,29.064,77.368,4.75,33.025,25.111,5.51,29.201,2.4798,56.606
Thanjavur,32,28.379,71.166,4.67,32.341,24.494,5.56,29.663,5.3848,122.2
Thanjavur,33,28.243000000000002,64.811,4.5,32.129,24.375999999999998,5.49,29.815,7.3324,294.26599999999996
Thanjavur,34,27.886999999999997,63.464,4.0,31.465,24.31,5.03,29.133000000000003,7.2438,134.662
Thanjavur,35,26.154,56.21,3.38,29.525,22.843000000000004,4.6,27.023000000000003,8.7405,127.32700000000001
Thanjavur,36,24.784000000000002,44.983999999999995,3.04,28.066,21.538,4.46,25.486,6.7033,303.012
Thanjavur,37,25.058000000000003,34.25,3.38,28.826999999999998,21.353,4.96,24.153000000000002,2.032,39.86
Thanjavur,38,25.479,29.943,3.93,29.664,21.329,5.6,23.745,0.0531,0.053
Thanjavur,39,27.326,31.553,4.54,31.674,23.05,6.08,25.578000000000003,0.0898,0.08900000000000001
Thanjavur,40,29.936999999999998,43.841,4.86,33.986,25.938000000000002,6.05,30.2,0.8173,8.717
Thanjavur,41,30.103,54.055,4.97,34.248000000000005,25.958000000000002,6.07,30.691999999999997,2.9718,73.32
Thanjavur,42,29.366999999999997,71.704,4.79,33.41,25.37,5.64,29.685,2.3139,9.607000000000001
Thanjavur,43,28.678,77.368,4.72,32.639,24.725,5.47,29.193,5.3559,76.303
Thanjavur,44,28.365,71.166,4.66,32.289,24.461,5.53,29.664,2.3409,22.425
Thanjavur,45,28.818,64.811,4.55,32.703,24.978,5.51,29.815,3.2110000000000003,49.3
Thanjavur,46,27.872,63.464,3.98,31.45,24.291,5.03,29.131999999999998,6.6496,101.212
Thanjavur,47,26.533,56.21,3.41,29.904,23.23,4.61,27.436999999999998,2.8075,18.965
Thanjavur,48,24.698,44.983999999999995,3.04,27.98,21.424,4.48,25.539,4.3671,92.706
Thanjavur,49,24.973000000000003,34.25,3.37,28.741999999999997,21.256,4.92,24.55,0.5951,1.666
Thanjavur,50,26.65,29.943,4.02,30.835,22.499000000000002,5.62,24.843000000000004,0.0581,0.057
Thanjavur,51,28.739,31.553,4.7,33.082,24.401999999999997,6.18,26.691999999999997,1.124,5.043
Thanjavur,52,29.199,43.841,4.78,33.247,25.201,6.05,29.474,4.1349,55.346000000000004
Thanjavur,53,30.103,54.055,4.97,34.247,25.958000000000002,6.04,31.455,3.4959,77.861
Thanjavur,54,30.061,71.704,4.89,34.105,26.033,5.63,29.836,1.5099,13.011
Thanjavur,55,30.186,77.368,4.85,34.147,26.234,5.54,30.386,2.8884,42.894
Thanjavur,56,28.878,71.166,4.73,32.836,24.986,5.59,29.664,4.1673,128.898
Thanjavur,57,29.023000000000003,64.811,4.56,32.905,25.179000000000002,5.53,30.386999999999997,3.4357,79.59
Thanjavur,58,27.673000000000002,63.464,3.96,31.253,24.098000000000003,5.03,29.131999999999998,10.2659,209.44
Thanjavur,59,26.414,56.21,3.42,29.787,23.064,4.6,27.624000000000002,6.8886,128.234
Thanjavur,60,25.325,44.983999999999995,3.07,28.584,22.053,4.46,25.486,1.2932,6.579
Thanjavur,61,25.965,34.25,3.44,29.735,22.27,4.95,24.55,3.1867,43.20399999999999
Thanjavur,62,27.456999999999997,29.943,4.1,31.642,23.308000000000003,5.67,25.116999999999997,1.4129,15.354000000000001
Thanjavur,63,27.934,31.553,4.63,32.285,23.608,6.15,26.378,1.65,21.04
Thanjavur,64,30.500999999999998,43.841,4.91,34.55,26.465,6.08,30.149,1.0531,6.252000000000001
Thanjavur,65,30.884,54.055,5.06,35.028,26.737,6.1,31.552,1.6542,23.903000000000002
Thanjavur,66,29.834,71.704,4.84,33.878,25.844,5.65,29.873,2.3638,21.64
Thanjavur,67,29.479,77.368,4.78,33.438,25.525,5.53,29.193,3.1419,42.473
Thanjavur,68,28.069000000000003,71.166,4.65,32.029,24.195999999999998,5.54,29.664,5.4403,147.80200000000002
Thanjavur,69,28.554000000000002,64.811,4.52,32.436,24.71,5.52,29.815,3.7844,19.421
Thanjavur,70,27.45,63.464,3.95,31.028000000000002,23.875,5.02,29.143,7.8817,206.69099999999997
Thanjavur,71,26.0,56.21,3.37,29.373,22.699,4.58,27.675,9.4802,260.737
Thanjavur,72,25.491,44.983999999999995,3.09,28.775,22.219,4.47,25.546,8.1342,177.946
Thanjavur,73,25.34,34.25,3.4,29.109,21.641,4.97,24.55,1.2256,6.358
Thanjavur,74,26.173000000000002,29.943,3.98,30.358,22.023000000000003,5.62,25.125,0.5166,1.933
Thanjavur,75,28.127,31.553,4.62,32.479,23.842,6.14,26.979,0.4985,1.432
Thanjavur,76,29.354,43.841,4.8,33.402,25.366999999999997,6.03,29.176,4.2165,116.67399999999999
Thanjavur,77,30.601999999999997,54.055,5.03,34.746,26.468000000000004,6.05,31.552,2.2025,59.971000000000004
Thanjavur,78,29.854,71.704,4.85,33.897,25.875,5.65,29.82,2.8198,22.94
Thanjavur,79,29.142,77.368,4.75,33.102,25.188000000000002,5.51,29.193,2.845,23.98
