District,Index,Average Temperature,Cloud Cover,Crop Evapotranspiration,Maximum Temperature,Minimum Temperature,Potential Evapotranspiration,Vapour Pressure,Wet Day Frequency,Rainfall
Tiruvannamalai,0,0.25907072457489433,0.24331150736454868,0.22261484098939938,0.30846484935437596,0.2560018467220684,0.3306772908366533,0.264507948893007,0.07289698369375044,0.010995209702225924
Tiruvannamalai,1,0.35838838947254426,0.16837568120358556,0.4664310954063603,0.45050215208034433,0.29616805170821786,0.653386454183267,0.17009655710523752,0.30586465113024003,0.12200275871794533
Tiruvannamalai,2,0.44232643777753705,0.18757978832928393,0.703180212014134,0.5469153515064561,0.35941828254847624,0.8964143426294818,0.28742806983321956,0.04829764154244524,0.0012163037586430281
Tiruvannamalai,3,0.7360554532654611,0.33190572279646957,0.8409893992932862,0.7539933046389286,0.7285318559556786,0.8964143426294818,0.6949185604213404,0.09605290783119882,0.03668521970588365
Tiruvannamalai,4,0.8137116863424674,0.4859092094606654,0.9257950530035336,0.8356767097082746,0.8015927977839333,0.9243027888446214,0.8376085048278553,0.3082353558681503,0.1477610756355848
Tiruvannamalai,5,0.7701722083829742,0.7772241211272636,0.7809187279151943,0.7336202773792441,0.828601108033241,0.6374501992031872,0.6949185604213404,0.22539190986073201,0.0812279379685083
Tiruvannamalai,6,0.6431279107549012,0.9177888509107883,0.696113074204947,0.5992348158775701,0.7196445060018468,0.4860557768924304,0.6603920803667219,0.2977552662887536,0.09803143880802231
Tiruvannamalai,7,0.5722950287013974,0.8265727738198194,0.6501766784452296,0.5330463892874225,0.6540858725761772,0.49003984063745026,0.711206476153321,0.43542235285884245,0.11112653525297796
Tiruvannamalai,8,0.577168850861042,0.7109088662850557,0.5865724381625442,0.5348637015781924,0.656625115420129,0.47410358565737054,0.7348093241002635,0.6502291972846245,0.4487896455532199
Tiruvannamalai,9,0.44113505902740174,0.662576013397576,0.3356890459363959,0.3777140124342421,0.5646352723915051,0.23904382470119537,0.6860431093338536,0.4872716775141717,0.43857004984201275
Tiruvannamalai,10,0.243257879345825,0.5232878968825929,0.11660777385159012,0.1911047345767576,0.36126500461680516,0.08764940239043847,0.4608407295425732,0.6077839596892715,0.44060162967076066
Tiruvannamalai,11,0.06476768114372387,0.38388996417246646,0.01766784452296829,0.0572931611669058,0.14462142197599226,0.04780876494023907,0.26870184336291814,0.29361746798236404,0.47762838394655316
Tiruvannamalai,12,0.10332502978446881,0.24331150736454868,0.17314487632508838,0.17073170731707316,0.08898891966758973,0.29083665338645426,0.1318638447283719,0.19326055007348308,0.09963995645985095
Tiruvannamalai,13,0.16506011047330238,0.16837568120358556,0.4028268551236749,0.27967479674796775,0.09014312096029536,0.5976095617529879,0.06076270359894643,0.18721569039121,0.04341014555983025
Tiruvannamalai,14,0.5050362828983004,0.18757978832928393,0.724381625441696,0.6022955523672884,0.4262465373961217,0.8884462151394421,0.33482883058617,0.08692875638603122,0.006777808626061511
Tiruvannamalai,15,0.7530596772446662,0.33190572279646957,0.8480565371024733,0.7688187470109994,0.7467682363804248,0.9043824701195219,0.6922851848239541,0.0995346070403807,0.03782880965286867
Tiruvannamalai,16,0.873497238167443,0.4859092094606654,0.9469964664310953,0.8884744141559066,0.8653047091412744,0.9362549800796812,0.8517507071101141,0.4071138638113234,0.18122264969129684
