District,Index,Average Temperature,Cloud Cover,Crop Evapotranspiration,Maximum Temperature,Minimum Temperature,Potential Evapotranspiration,Vapour Pressure,Wet Day Frequency,Rainfall
Kancheepuram,0,0.23047139676701187,0.24899526536005295,0.18604651162790697,0.25739115617278696,0.2376910016977931,0.2857142857142858,0.2344895404970499,0.0924195822648075,0.04121516314581162
Kancheepuram,1,0.3048107637208402,0.16121173750275275,0.4119601328903653,0.3700264122007327,0.2612478777589134,0.5984555984555984,0.16958698372966222,0.24111714891195898,0.12755143417030745
Kancheepuram,2,0.33946374987900463,0.18978473904426343,0.6079734219269102,0.42003919229786135,0.28024193548387116,0.7992277992277994,0.32585374575362047,0.01948496367699323,0.0003479814862053356
Kancheepuram,3,0.6219146258832638,0.3133533362695443,0.7441860465116278,0.6313367981596656,0.6327461799660443,0.8069498069498069,0.7103522259967816,0.07798108400056072,0.005595719237920545
Kancheepuram,4,0.8287677862743196,0.46201277251706685,0.93687707641196,0.8489392519383144,0.8117572156196947,0.9227799227799227,0.8473091364205255,0.17810229812076883,0.04936766160864764
Kancheepuram,5,0.8710676604394537,0.7518443074212732,0.9069767441860465,0.8685354008690467,0.8842317487266556,0.7760617760617761,0.6294475236903271,0.1781517732718742,0.03807153378738036
Kancheepuram,6,0.7097086438873292,0.9129734639947151,0.8039867109634549,0.7050353582687227,0.7281409168081496,0.6293436293436293,0.5691936349007687,0.305088519291186,0.1219571894302098
Kancheepuram,7,0.6203658890717256,0.8168767892534686,0.7308970099667773,0.6104626395160602,0.646646859083192,0.5984555984555984,0.6337386018237082,0.45090003545719165,0.17207094693724684
Kancheepuram,8,0.5971348368986544,0.697616163840564,0.6378737541528237,0.5854988497912583,0.6315789473684212,0.5637065637065637,0.6905059896298943,0.5495947160538619,0.2204860829522985
Kancheepuram,9,0.45813570806311094,0.640181127504955,0.3621262458471762,0.41629036380676543,0.5431876061120543,0.2972972972972975,0.6368675129626319,0.43153875965796173,0.2807989419003623
Kancheepuram,10,0.2389894492304711,0.5217463113851576,0.11627906976744189,0.19562068671721927,0.3354202037351445,0.08880308880308897,0.41060253888789544,0.7728018602656815,0.456572352870921
