District,Index,Average Temperature,Cloud Cover,Crop Evapotranspiration,Maximum Temperature,Minimum Temperature,Potential Evapotranspiration,Vapour Pressure,Wet Day Frequency,Rainfall
Ariyalur,1,0.340539606,0.311282435,0.163690476,0.306065964,0.43313264,0.218954248,0.405604836,0.065357234,0.002484029
Ariyalur,2,0.399948115,0.246652949,0.351190476,0.389713231,0.450374019,0.447712418,0.336133134,0.205826731,0.052545675
Ariyalur,3,0.4517468,0.264009513,0.505952381,0.45098793,0.494891443,0.617647059,0.460554204,0.078324997,0.0113407
Ariyalur,4,0.620027672,0.415996366,0.583333333,0.570846467,0.700784528,0.588235294,0.735458042,0.078120551,0.031661621
Ariyalur,5,0.689813213,0.564656209,0.669642857,0.653724917,0.7484948,0.620915033,0.858780124,0.176459421,0.0400579
Ariyalur,6,0.677533725,0.812511691,0.62202381,0.628277082,0.753968254,0.477124183,0.718659235,0.118980687,0.042697994
Ariyalur,7,0.601003113,0.91017076,0.580357143,0.552548628,0.681171319,0.411764706,0.671716775,0.152707094,0.027113636
Ariyalur,8,0.560186787,0.827342936,0.556547619,0.509571769,0.639390622,0.424836601,0.72438967,0.258712716,0.118125351
Ariyalur,9,0.542978208,0.729323107,0.49702381,0.493349735,0.636927568,0.39869281,0.732239579,0.538395823,0.294484935
Ariyalur,10,0.467571774,0.712086796,0.318452381,0.396555701,0.58456486,0.222222222,0.677525708,0.411302983,0.089374337
Ariyalur,11,0.314424075,0.598046551,0.119047619,0.23856385,0.450282795,0.068627451,0.539288798,0.617560513,0.220550596
Ariyalur,12,0.203389831,0.446901472,0.023809524,0.138925194,0.333059661,0.022875817,0.388178036,0.313497134,0.092158791
Ariyalur,13,0.246627465,0.311282435,0.136904762,0.222495579,0.334063127,0.209150327,0.288955177,0.27698149,0.075625039
Ariyalur,14,0.244379108,0.246652949,0.297619048,0.251326209,0.286352855,0.418300654,0.235340294,0.182052499,0.033665751
Ariyalur,15,0.468090626,0.264009513,0.511904762,0.465518567,0.512953841,0.594771242,0.491011853,0.088671461,0.017354392
Ariyalur,16,0.664216534,0.415996366,0.598214286,0.610133005,0.747400109,0.591503268,0.734359055,0.07501004,0.015627276
Ariyalur,17,0.73080249,0.564656209,0.68452381,0.690166833,0.791826309,0.630718954,0.858780124,0.215932241,0.094654525
Ariyalur,18,0.694915254,0.812511691,0.630952381,0.643884062,0.771209633,0.486928105,0.718659235,0.201511445,0.033786701
Ariyalur,19,0.600916638,0.91017076,0.580357143,0.552471746,0.681080095,0.411764706,0.671716775,0.221408492,0.076852748
Ariyalur,20,0.576444137,0.827342936,0.571428571,0.530714231,0.656632001,0.441176471,0.761833739,0.289306707,0.116165439
Ariyalur,21,0.510722933,0.729323107,0.485119048,0.464672868,0.602809706,0.401960784,0.732239579,0.449271659,0.216645078
Ariyalur,22,0.398478035,0.712086796,0.288690476,0.335204121,0.519613209,0.202614379,0.677447209,0.777036253,0.297633539
Ariyalur,23,0.313299896,0.598046551,0.119047619,0.237487507,0.448914432,0.052287582,0.516838056,0.571194918,0.182972824
Ariyalur,24,0.262538914,0.446901472,0.041666667,0.191589144,0.395548258,0.029411765,0.397990423,0.40144573,0.277935577
