District,Index,Average Temperature,Cloud Cover,Crop Evapotranspiration,Maximum Temperature,Minimum Temperature,Potential Evapotranspiration,Vapour Pressure,Wet Day Frequency,Rainfall
Perambalur,0,0.3097471983320304,0.267723232638249,0.2403433476394848,0.34847243357134505,0.2931619101441089,0.3484162895927604,0.2633375597386137,0.0878088855955411,0.010097153281574817
Perambalur,1,0.410998175658066,0.20987199296882744,0.51931330472103,0.495259276600726,0.34303475558067265,0.6696832579185522,0.1680483760850482,0.2755726666451883,0.05573530364028947
Perambalur,2,0.509252019807141,0.2282862934663963,0.7639484978540769,0.5979164228022948,0.4244136761797115,0.9049773755656109,0.32410026333755976,0.08118012822578047,0.014866617989545585
Perambalur,3,0.7602293458431068,0.4010603461718383,0.8712446351931328,0.7765421982909986,0.749929358575869,0.8733031674208144,0.6729737637764556,0.09306034343889945,0.09499407166254697
Perambalur,4,0.7945009121709667,0.547254865826517,0.9227467811158796,0.8156385344726682,0.7770556654422154,0.8597285067873305,0.8290256510289671,0.23612229775443797,0.13553228878483597
Perambalur,5,0.7414646859525674,0.8264462809917352,0.8111587982832617,0.7264427016270635,0.7697089573325799,0.6018099547511313,0.6759972690919732,0.15783369309578274,0.07679597364290196
Perambalur,6,0.6243158717748238,0.9188721772535896,0.7510729613733905,0.609387802879551,0.6568239615710655,0.5022624434389141,0.6249878084463085,0.22981571571249074,0.0723971695817117
Perambalur,7,0.5887412040656762,0.8308691152913823,0.7124463519313305,0.5658433805454762,0.6291325233116699,0.515837104072398,0.678240514971228,0.2938963884145752,0.288559313518619
Perambalur,8,0.5926505082095387,0.7245509830883288,0.6566523605150212,0.5782511998127128,0.6400113026278612,0.515837104072398,0.6806788257095483,0.590909823125745,0.45789763960620655
Perambalur,9,0.4753713838936667,0.7060232765830767,0.40343347639484956,0.4349760037457569,0.5552415936705284,0.27601809954751144,0.619818589681069,0.4599536067527949,0.19460353824614987
Perambalur,10,0.27078446703153536,0.5825808372198514,0.1459227467811158,0.22509657029146693,0.3540548177451258,0.09502262443438912,0.444065151662928,0.5936241502625729,0.3614968438022638
Perambalur,11,0.08118321605420913,0.4225082573749343,0.02575107296137322,0.07269109212220558,0.13775077705566516,0.0542986425339367,0.2512435384765435,0.31178517349141405,0.10772157579898582
Perambalur,12,0.16627573625228034,0.267723232638249,0.19742489270386265,0.21959499005033375,0.13775077705566516,0.3257918552036198,0.11703891543938422,0.22508779277682917,0.08765231138173805
Perambalur,13,0.18647380766223617,0.20987199296882744,0.44635193133047213,0.29345663116001425,0.09960440802486555,0.6199095022624435,0.06359114405539852,0.2188939720996166,0.04281800338953531
Perambalur,14,0.5453479280688038,0.2282862934663963,0.7725321888412017,0.6304576846541031,0.46369030799660926,0.8868778280542986,0.37052569979518185,0.09513031992010053,0.03529761147172373
Perambalur,15,0.7952827729997393,0.4010603461718383,0.8841201716738195,0.8080299660540793,0.7879344447584061,0.8733031674208144,0.6655612991319615,0.09376912916008892,0.07345779492641494
Perambalur,16,0.8596559812353399,0.547254865826517,0.9484978540772532,0.8739318740489291,0.8478383724215882,0.8733031674208144,0.8290256510289671,0.3012097683559393,0.24827564647905878
Perambalur,17,0.7775605942142298,0.8264462809917352,0.8197424892703863,0.7588669085801246,0.8088443063012148,0.6108597285067872,0.6760948015215058,0.2591900512258771,0.11294878407677589
Perambalur,18,0.6342194422726086,0.9188721772535896,0.7424892703862659,0.6095048577782982,0.6677027408872562,0.4932126696832579,0.6249878084463085,0.28226585908051166,0.12887156162009963
Perambalur,19,0.6248371123273391,0.8308691152913823,0.7296137339055795,0.601193959967225,0.6684091551285671,0.5294117647058824,0.7494391885301864,0.34912529398498665,0.24444399786535195
Perambalur,20,0.5304925723221267,0.7245509830883288,0.63519313304721,0.5225330680088969,0.5724781011585194,0.5203619909502264,0.6806788257095483,0.4941364090337962,0.3570377515635851
Perambalur,21,0.3712535835287984,0.7060232765830767,0.3690987124463517,0.3413320847477468,0.44546482057078257,0.25791855203619923,0.619818589681069,0.8589596958664906,0.45378911195514565
Perambalur,22,0.26075058639562165,0.5825808372198514,0.14163090128755348,0.2162003979866559,0.34317603842893457,0.07692307692307689,0.41490295523261495,0.5267647153580979,0.20340784505491807
Perambalur,23,0.18256450351837364,0.4225082573749343,0.0472103004291845,0.16375980334777024,0.2473862673071491,0.058823529411764656,0.2610943138593582,0.3982006507941622,0.3636270260735203
Perambalur,24,0.21853010164190806,0.267723232638249,0.21888412017167372,0.2665340044480863,0.19101441085052281,0.3212669683257918,0.11703891543938422,0.09765134186024034,0.014047145354795926
Perambalur,25,0.38493614803231685,0.20987199296882744,0.5107296137339054,0.4717312419524759,0.31477818592822804,0.6515837104072401,0.1680483760850482,0.08225136119076003,0.005977461153201191
Perambalur,26,0.5844409695074279,0.2282862934663963,0.7896995708154506,0.6654570993796094,0.5060751624752756,0.9049773755656109,0.33395103872037446,0.0,0.0
Perambalur,27,0.8152202241334373,0.4010603461718383,0.8927038626609443,0.8259393655624485,0.8096920033907882,0.8823529411764707,0.6729737637764556,0.08134121588968717,0.017179897688729906
