District,Index,Average Temperature,Cloud Cover,Crop Evapotranspiration,Maximum Temperature,Minimum Temperature,Potential Evapotranspiration,Vapour Pressure,Wet Day Frequency,Rainfall
Madurai,0,0.3278688524590165,0.18989383357865403,0.3,0.4142588476662678,0.2746181345466365,0.492063492063492,0.16039847772554364,0.068986788670128,0.03885873233062409
Madurai,1,0.49750534568781224,0.14943158685916516,0.6250000000000002,0.6081381432723543,0.3956776080597989,0.767195767195767,0.19879113498992607,0.125734287303197,0.06880106287532123
Madurai,2,0.5743050605844631,0.1708527762988945,0.84375,0.6575482988545046,0.4790380240493988,0.9470899470899468,0.3603089321692412,0.15717603734876137,0.06616901729025018
Madurai,3,0.7270135424091232,0.3993454636560083,0.89375,0.7438878440759104,0.6832954176145599,0.8306878306878305,0.6919632863219164,0.22810690568876968,0.26481898566335754
Madurai,4,0.7104419101924446,0.5559174469950833,0.7500000000000003,0.6585741152333728,0.735944101397465,0.6296296296296294,0.8037832997537497,0.24022936401489842,0.25724705764034267
Madurai,5,0.5169280114041341,0.8250759450064203,0.5124999999999998,0.39596512224311864,0.6233344166395843,0.28042328042328013,0.711551376762928,0.418388376646743,0.1686030970535381
Madurai,6,0.44440484675694947,0.8618427233722717,0.48125,0.324841853308258,0.5690607734806634,0.2222222222222222,0.6432728900828304,0.310351756915269,0.12188528039423781
Madurai,7,0.4367426942266574,0.759669286899878,0.4937500000000003,0.31783210805265866,0.5623984400389994,0.2962962962962961,0.6162972912469218,0.25074421799862606,0.12847796571591905
Madurai,8,0.4411974340698503,0.666045535686324,0.5000000000000001,0.35168404855530877,0.5365615859603515,0.3597883597883597,0.6132751287217371,0.37453909890037995,0.29278562789306667
Madurai,9,0.3911261582323594,0.6596567598885099,0.34375000000000017,0.3123610873653617,0.47302567435814186,0.24867724867724858,0.6152899037385277,0.37225387063458315,0.21341668364902883
Madurai,10,0.1985032074126873,0.5557921768814007,0.08750000000000008,0.1350658232176444,0.2959051023724415,0.10582010582010547,0.5244011640922321,0.531201076721048,0.33249524273309283
Madurai,11,0.12152530292230912,0.35138266887977215,0.03750000000000003,0.11694306719097292,0.16980825479363043,0.16931216931216903,0.23214685471233507,0.19495473939518562,0.046373758412885775
Madurai,12,0.1942266571632217,0.18989383357865403,0.26250000000000023,0.28603180030774505,0.14153396165095908,0.476190476190476,0.11237967315871963,0.1107284223513083,0.08659019751589946
Madurai,13,0.23895224518888122,0.14943158685916516,0.5374999999999999,0.36040348777568804,0.16022099447513824,0.7248677248677245,0.14472800537273328,0.08213269278400621,0.013475173550919296
Madurai,14,0.5892729864575909,0.1708527762988945,0.8499999999999999,0.6717387587621815,0.49285017874553155,0.925925925925926,0.41056637564360854,0.162891444647472,0.12627599293886613
Madurai,15,0.8234141126158232,0.3993454636560083,0.9312499999999998,0.8365532569670024,0.7668183295417617,0.8412698412698414,0.6873740765614508,0.17249501128594327,0.0953054575577687
Madurai,16,0.7954383464005702,0.5559174469950833,0.7812500000000002,0.7399555479569158,0.813292167695808,0.6402116402116403,0.8037832997537497,0.17628970525695967,0.11485722906074745
Madurai,17,0.5762651461154668,0.8250759450064203,0.53125,0.4528979312703025,0.6772830679233024,0.2962962962962961,0.7144616073427354,0.5676852834103644,0.4884158235034128
Madurai,18,0.3700997861724873,0.8618427233722717,0.46249999999999986,0.25337664558044143,0.4970750731231721,0.21693121693121659,0.6377882247593463,0.4091726912885603,0.10805149228647878
Madurai,19,0.49910905203136124,0.759669286899878,0.5124999999999998,0.37750042742349127,0.6150471238219045,0.3068783068783065,0.7207297962838594,0.321226452568662,0.2851713542397239
Madurai,20,0.4041339985744835,0.666045535686324,0.4874999999999999,0.31595144469140046,0.5025999350016249,0.3756613756613757,0.6132751287217371,0.41468247477603365,0.19386094224320682
Madurai,21,0.3066642908054171,0.6596567598885099,0.3125,0.2309796546418194,0.4029899252518688,0.2275132275132274,0.6152899037385277,0.6238860096362795,0.5306555897555334
Madurai,22,0.2328937990021381,0.5557921768814007,0.10000000000000009,0.1680629167379039,0.33165420864478395,0.08465608465608428,0.5129841056637566,0.3472799241061206,0.24780927528100294
Madurai,23,0.22558802565930125,0.35138266887977215,0.06250000000000006,0.21661822533766492,0.2689307767305819,0.16931216931216903,0.3104992164763824,0.18758499506970175,0.12977215404281672
Madurai,24,0.3031004989308626,0.18989383357865403,0.30625000000000013,0.39032313215934406,0.24764380890477752,0.476190476190476,0.13510185807029373,0.05051335853782777,0.02477087044089741
Madurai,25,0.4449394155381333,0.14943158685916516,0.6000000000000002,0.5580441101042914,0.3479038024049402,0.7566137566137566,0.20259682113275151,0.07158979918965526,0.004088999928541748
Madurai,26,0.6306129722024238,0.1708527762988945,0.8749999999999999,0.7114036587450844,0.5307117322066951,0.9470899470899468,0.3276248041190955,0.019524915530673,0.0005518164952109738
Madurai,27,0.815930149679259,0.3993454636560083,0.9249999999999999,0.8292015729184473,0.7599935001624964,0.8518518518518517,0.6920752182672942,0.13816518134618172,0.07043930944863341
Madurai,28,0.7250534568781184,0.5559174469950833,0.7625000000000001,0.6727645751410497,0.7494312642183949,0.6296296296296294,0.7981867024848891,0.3590612338363328,0.28717615517556233
Madurai,29,0.5760869565217394,0.8250759450064203,0.53125,0.4525559924773466,0.6772830679233024,0.29100529100529093,0.711551376762928,0.4421566199184047,0.07053591041781904
Madurai,30,0.37883107626514645,0.8618427233722717,0.46249999999999986,0.26192511540434243,0.5048748781280473,0.2275132275132274,0.6488694873516906,0.3463779832977386,0.17411596880185684
Madurai,31,0.39950106913756267,0.759669286899878,0.47500000000000014,0.2774833304838446,0.5242118947026329,0.2857142857142853,0.6162972912469218,0.6231476332232,0.17752082214041282
Madurai,32,0.3731290092658592,0.666045535686324,0.4687500000000003,0.28620276970422326,0.47416314592135245,0.3597883597883597,0.6132751287217371,0.48614609571788414,0.323283744835818
Madurai,33,0.36885245901639363,0.6596567598885099,0.33125000000000016,0.2834672593605751,0.45238869028274337,0.23280423280423257,0.6152899037385277,0.5040353672955329,0.2634970080165571
Madurai,34,0.19547398431931604,0.5557921768814007,0.08750000000000008,0.13233031287399563,0.2975300617484568,0.10052910052910029,0.4622789344078798,0.40708841356556363,0.32754477388756703
Madurai,35,0.03831076265146114,0.35138266887977215,0.006250000000000144,0.036758420242777104,0.09814754631134266,0.16931216931216903,0.20964853369151565,0.22868171770654677,0.14364431787806045
Madurai,36,0.06682109764789738,0.18989383357865403,0.21875000000000006,0.16361771242947515,0.029249268768281326,0.4497354497354496,0.025856279382135843,0.08658164433623232,0.06451621440651276
Madurai,37,0.1778332145402711,0.14943158685916516,0.5124999999999998,0.301590015387246,0.10415989600260023,0.7195767195767194,0.05697336019700026,0.037559058429875274,0.0018274786088401797
Madurai,38,0.43050605844618695,0.1708527762988945,0.79375,0.5192340571037786,0.3479038024049402,0.9047619047619049,0.2538616521155138,0.08413285167513307,0.004304697983024695
Madurai,39,0.7353884533143278,0.3993454636560083,0.9062500000000003,0.747649170798428,0.682970425739357,0.8306878306878305,0.6919632863219164,0.1215610585887664,0.015640093901435254
Madurai,40,0.6744476122594443,0.5559174469950833,0.7375,0.6240382971448111,0.7034449138771531,0.6402116402116403,0.753413924334005,0.2065771579985326,0.13114177052373605
Madurai,41,0.3775837491090521,0.8250759450064203,0.4500000000000001,0.2607283296289966,0.4944751381215474,0.26984126984126977,0.5641370047011416,0.509563843856755,0.11717168241835894
Madurai,42,0.30149679258731304,0.8618427233722717,0.43125000000000024,0.18772439733287774,0.43467663308417304,0.20634920634920623,0.6377882247593463,0.5059514073547898,0.2314823881876864
Madurai,43,0.34800427655024946,0.759669286899878,0.45625,0.23217644041716526,0.47692557686057885,0.27513227513227495,0.6162972912469218,0.3275073253482753,0.07849424231757635
Madurai,44,0.45313613684960796,0.666045535686324,0.5000000000000001,0.36296802872285977,0.5474488137796555,0.3597883597883597,0.6132751287217371,0.2168256356813392,0.09659435268087539
Madurai,45,0.40003563791874586,0.6596567598885099,0.35000000000000003,0.32090955718926334,0.48098797530061765,0.24867724867724858,0.6152899037385277,0.4129673852595767,0.3598955121571658
Madurai,46,0.23699215965787573,0.5557921768814007,0.10000000000000009,0.17199521285689853,0.33555411114722156,0.10582010582010547,0.5092903514663085,0.07926330596355785,0.019805845284946392
Madurai,47,0.07858161083392713,0.35138266887977215,0.018750000000000155,0.07556847324328943,0.13487162820929507,0.16931216931216903,0.30244011640922336,0.16985928788735555,0.047461511791934745
Madurai,48,0.12918745545260185,0.18989383357865403,0.2375000000000002,0.22362797059326425,0.09311017224569393,0.4444444444444444,0.13510185807029373,0.014225429122874248,0.00040228348811543416
Madurai,49,0.35014255167498226,0.14943158685916516,0.58125,0.46657548298854523,0.2611309717257073,0.7354497354497354,0.19879113498992607,0.04492880275535907,0.0025314747130421892
Madurai,50,0.6512829650748401,0.1708527762988945,0.8749999999999999,0.7312361087365359,0.5482612934676637,0.9576719576719577,0.36847996418177764,0.09535336919287982,0.004980904767323994
Madurai,51,0.6687455452601571,0.3993454636560083,0.8749999999999999,0.6835356471191666,0.625934351641209,0.8359788359788357,0.6387956122677416,0.28333091881130745,0.16154725640014503
Madurai,52,0.6954739843193157,0.5559174469950833,0.7500000000000003,0.6436997777397843,0.7221319467013328,0.6190476190476191,0.8037832997537497,0.2969394765004697,0.13647731994505655
Madurai,53,0.5270848182466142,0.8250759450064203,0.5187500000000003,0.4045135920670203,0.6312967175820607,0.27513227513227495,0.7201701365569734,0.4300061219816527,0.33261963302218117
Madurai,54,0.5374198146828224,0.8618427233722717,0.5187500000000003,0.41460078645922366,0.6499837504062399,0.24867724867724858,0.7624804119095591,0.2963927040933158,0.07811710154746812
