District,Index,Average Temperature,Cloud Cover,Crop Evapotranspiration,Maximum Temperature,Minimum Temperature,Potential Evapotranspiration,Vapour Pressure,Wet Day Frequency,Rainfall
Dharmapuri,0,0.2888596386263015,0.22603800519844314,0.2357414448669202,0.34617834394904456,0.2935298526105418,0.34749034749034763,0.2016887558785806,0.08210087686919144,0.01191469690149755
Dharmapuri,1,0.4226397032427905,0.17412091093962537,0.5095057034220531,0.5192144373673039,0.3662253310017485,0.640926640926641,0.1612868747327918,0.17229782382229658,0.031890122991204486
Dharmapuri,2,0.5464879741534044,0.19162862106581552,0.7832699619771862,0.6509554140127392,0.47252060954284303,0.8918918918918918,0.28473706712270214,0.012845436424932941,0.0009269960219462051
Dharmapuri,3,0.8372621754218021,0.3440938413262764,0.9391634980988592,0.8570063694267515,0.8290032475643268,0.9266409266409268,0.6903591278324073,0.13461459589372574,0.08145399691001326
Dharmapuri,4,0.732439870767022,0.49464668094218417,0.8669201520912548,0.7298301486199581,0.762178366225331,0.8339768339768341,0.8503634031637454,0.3551443265989123,0.2910718847702583
Dharmapuri,5,0.5887280124446574,0.7977051432265363,0.6159695817490495,0.49554140127388535,0.7384461653759687,0.4285714285714287,0.8161607524583157,0.24485075177793633,0.09726402355202492
Dharmapuri,6,0.48905109489051096,0.920730475536342,0.5133079847908744,0.3736730360934183,0.6796152885335996,0.26254826254826247,0.7879435656263363,0.3307084676526318,0.1087602340604129
Dharmapuri,7,0.48199114514778063,0.8252191830633107,0.5133079847908744,0.370806794055202,0.6691231576317765,0.2857142857142858,0.8127404873877727,0.32566380392253363,0.14165764406759043
Dharmapuri,8,0.5475649156395836,0.7145031177191494,0.5209125475285171,0.4580679405520172,0.6987259555333502,0.3629343629343631,0.8089995724668663,0.6551090549663279,0.48194060899502444
Dharmapuri,9,0.44046906784731377,0.651286816694275,0.30038022813688214,0.33641188959660306,0.6166625031226581,0.18532818532818515,0.7530996152201798,0.5170411201614292,0.39971289886984357
Dharmapuri,10,0.27737226277372284,0.5051513070178982,0.1102661596958175,0.2054140127388534,0.4335498376217837,0.09266409266409276,0.5278965369816163,0.42419469941186605,0.2520699261566161
Dharmapuri,11,0.03865023333732248,0.3696550981105141,0.0076045627376425924,0.034288747346072235,0.13739695228578538,0.06177606177606183,0.24722103463018405,0.20081862998416877,0.11569445627182151
Dharmapuri,12,0.11044633241593896,0.22603800519844314,0.18631178707224327,0.18768577494692154,0.10704471646265293,0.3011583011583013,0.14001710132535294,0.10870225000205067,0.03268330068977263
Dharmapuri,13,0.23740576761995955,0.17412091093962537,0.44866920152091244,0.3548832271762209,0.17374469148138919,0.5945945945945946,0.08368961094484835,0.09219840703464002,0.007649541976374984
Dharmapuri,14,0.634198875194448,0.19162862106581552,0.8098859315589354,0.7273885350318473,0.5623282538096435,0.8918918918918918,0.3533561351004711,0.10515047862785147,0.023423072712010804
Dharmapuri,15,0.8214670336245067,0.3440938413262764,0.923954372623574,0.8423566878980892,0.81413939545341,0.9227799227799227,0.6896109448482258,0.18249378645077147,0.11221274680356687
Dharmapuri,16,0.8073471341390451,0.49464668094218417,0.8935361216730037,0.7934182590233547,0.839120659505371,0.8378378378378378,0.8697092774690037,0.517803971749883,0.3421296577900513
Dharmapuri,17,0.6599258106976189,0.7977051432265363,0.6349809885931559,0.5553078556263269,0.8146390207344489,0.43629343629343625,0.822466866182129,0.2450312112934846,0.21903869782606059
